codice_univoco,data_ora_inizio_proiezione,data_ora_fine_proiezione,titolo_film,genere,regista,anno,durata_minuti,eta_minima,prezzo_biglietto,posti_prenotati
7a07bd19-b4bf-4679-bbba-d7ab63bff037,2024-05-04 17:30:00,2024-05-04 19:35:00,Tenkû no shiro Rapyuta,ANIMAZIONE,Hayao Miyazaki,1986,125,0,8.5,0
b0913d42-6e8d-4eeb-9dd4-c208b5ae8daf,2024-05-04 15:00:00,2024-05-04 16:43:00,Majo no takkyûbin,ANIMAZIONE,Hayao Miyazaki,1989,103,0,8.0,0
c2a77675-c492-4bab-b7cb-9b1673404a7a,2024-05-04 13:00:00,2024-05-04 14:27:00,City Lights,COMMEDIA,Charles Chaplin,1931,87,0,8.5,0
57c616e2-2da4-48b9-b5bb-19d34e430db8,2024-05-04 10:00:00,2024-05-04 12:05:00,The Great Dictator,COMMEDIA,Charles Chaplin,1940,125,12,8.5,0
ca56bc67-cef7-4f27-a0a2-db65e9f93344,2024-05-03 12:30:00,2024-05-03 14:07:00,Lifeboat,DRAMMATICO,Alfred Hitchcock,1944,97,12,8.0,0
39673a74-0df5-45b6-af06-1084ab7f648b,2024-05-03 10:00:00,2024-05-03 11:46:00,Y tu mamá también,DRAMMATICO,Alfonso Cuarón,2001,106,12,8.0,0
89ac59ea-40e9-4978-a716-8c98f06085fb,2024-05-02 10:00:00,2024-05-02 12:12:00,Naked,COMMEDIA,Mike Leigh,1993,132,12,8.0,0
fa75c7e1-d4f8-471a-9973-aac090ec8417,2024-05-01 12:30:00,2024-05-01 13:53:00,Kôkaku Kidôtai,ANIMAZIONE,Mamoru Oshii,1995,83,12,7.5,0
79087e97-0beb-4a71-9217-fad9fcf509db,2024-05-01 10:00:00,2024-05-01 11:36:00,Miracle on 34th Street,COMMEDIA,George Seaton,1947,96,12,8.0,0
d9d04740-bcea-4618-a56a-461de5b49d38,2024-04-30 12:00:00,2024-04-30 15:48:00,Lawrence of Arabia,AVVENTURA,David Lean,1962,228,0,6.5,0
603f0cd3-e332-4ef5-b4b3-04d8b49c507c,2024-04-30 10:00:00,2024-04-30 11:15:00,Bride of Frankenstein,DRAMMATICO,James Whale,1935,75,12,6.5,0
c781e4a8-b14d-4c59-9fd7-f94f391eaada,2024-04-29 10:00:00,2024-04-29 11:35:00,The Muppet Movie,AVVENTURA,James Frawley,1979,95,0,8.5,0
cc2405e4-9d19-47bd-8dbc-f57ae6799036,2024-04-28 19:00:00,2024-04-28 22:01:00,Fiddler on the Roof,DRAMMATICO,Norman Jewison,1971,181,0,9.5,0
8695f594-1ef7-463c-8165-2e415db4381c,2024-04-28 16:30:00,2024-04-28 18:16:00,Young Frankenstein,COMMEDIA,Mel Brooks,1974,106,12,8.5,0
66281b9e-42f9-4b45-a7d4-381fcf3058dc,2024-04-28 13:30:00,2024-04-28 15:24:00,Nueve reinas,CRIMINE,Fabián Bielinsky,2000,114,16,8.5,0
5ab7aeb1-3266-476c-b050-183c82ebec19,2024-04-28 10:30:00,2024-04-28 12:33:00,The Man Who Shot Liberty Valance,DRAMMATICO,John Ford,1962,123,12,7.5,0
93024e69-cc75-44ae-969c-7f8b7d4967c7,2024-04-27 15:00:00,2024-04-27 16:39:00,Delicatessen,COMMEDIA,Marc Caro,1991,99,16,7.5,0
983a8b20-18f5-4d45-b72f-592f07dce17c,2024-04-27 13:00:00,2024-04-27 14:23:00,Kôkaku Kidôtai,ANIMAZIONE,Mamoru Oshii,1995,83,12,7.0,0
c1d63909-c4d3-4ac3-a957-3e30be569f18,2024-04-27 10:30:00,2024-04-27 12:13:00,Majo no takkyûbin,ANIMAZIONE,Hayao Miyazaki,1989,103,0,8.5,0
1c6173cb-eac4-453c-8e2d-6d03d0f0b6e2,2024-04-26 10:00:00,2024-04-26 11:23:00,Kôkaku Kidôtai,ANIMAZIONE,Mamoru Oshii,1995,83,12,7.0,0
564aa192-d23c-41d7-aca2-51ea42f79c7b,2024-04-25 13:00:00,2024-04-25 14:58:00,The Silence of the Lambs,CRIMINE,Jonathan Demme,1991,118,12,6.5,0
531fe414-1877-4369-bf15-7f5805ca8b07,2024-04-25 10:30:00,2024-04-25 12:13:00,Majo no takkyûbin,ANIMAZIONE,Hayao Miyazaki,1989,103,0,7.5,0
77826c1b-d824-4bbb-83fa-8eb6ea9afc55,2024-04-24 16:30:00,2024-04-24 18:33:00,The Man Who Shot Liberty Valance,DRAMMATICO,John Ford,1962,123,12,8.0,0
e576bb21-766e-4435-a901-f083b20f5099,2024-04-24 14:00:00,2024-04-24 15:36:00,Miracle on 34th Street,COMMEDIA,George Seaton,1947,96,12,7.5,0
91222c62-b2b9-43df-8376-da2e2182b848,2024-04-24 10:30:00,2024-04-24 13:22:00,Patton,BIOGRAFICO,Franklin J. Schaffner,1970,172,0,6.5,0
9f4e08d4-2dad-4d60-85cc-37460d8000cc,2024-04-23 13:30:00,2024-04-23 15:07:00,Lifeboat,DRAMMATICO,Alfred Hitchcock,1944,97,12,8.0,0
8658f699-ce76-4c64-bab0-b76bae52789e,2024-04-23 10:30:00,2024-04-23 12:44:00,The Lion in Winter,BIOGRAFICO,Anthony Harvey,1968,134,6,7.5,0
ef671102-4911-463b-a4a0-c60b7f6bfc70,2024-04-22 16:00:00,2024-04-22 18:03:00,The Man Who Shot Liberty Valance,DRAMMATICO,John Ford,1962,123,12,8.0,0
676ba1ae-e8db-488b-b343-5c8c9aa92c09,2024-04-22 13:30:00,2024-04-22 15:15:00,Edward Scissorhands,DRAMMATICO,Tim Burton,1990,105,0,8.0,0
296112a8-fef7-4f73-bb84-7b1e127fe390,2024-04-22 10:30:00,2024-04-22 12:32:00,The Exorcist,HORROR,William Friedkin,1973,122,12,8.5,0
d558ae5e-648d-4d3c-8365-bf37804196a1,2024-04-21 19:00:00,2024-04-21 20:36:00,Stagecoach,AVVENTURA,John Ford,1939,96,12,9.0,0
8838557c-5df2-4aba-96e1-b2c0d18fe0b7,2024-04-21 16:00:00,2024-04-21 17:53:00,The Conversation,DRAMMATICO,Francis Ford Coppola,1974,113,0,6.5,0
5b99a826-2200-46be-bb35-9bad6e2778e8,2024-04-21 13:30:00,2024-04-21 15:09:00,Delicatessen,COMMEDIA,Marc Caro,1991,99,16,7.5,0
e8e7c2c4-2328-4f2e-919a-139b1b49a97c,2024-04-21 10:30:00,2024-04-21 12:28:00,The Silence of the Lambs,CRIMINE,Jonathan Demme,1991,118,12,7.0,0
4e701d05-90e1-4a78-b777-5e3d54701cc4,2024-04-20 17:30:00,2024-04-20 19:06:00,A Night at the Opera,COMMEDIA,Sam Wood,1935,96,12,6.5,0
58efb417-206b-4429-b2fe-26f35e7af2c3,2024-04-20 14:30:00,2024-04-20 16:32:00,The Exorcist,HORROR,William Friedkin,1973,122,12,8.5,0
83ed880d-c2cb-4567-8acf-b975c52604ef,2024-04-20 12:30:00,2024-04-20 13:57:00,City Lights,COMMEDIA,Charles Chaplin,1931,87,0,8.5,0
b3095a0a-7b96-4ab6-9952-67fd6d72f623,2024-04-20 10:00:00,2024-04-20 11:37:00,Lifeboat,DRAMMATICO,Alfred Hitchcock,1944,97,12,8.5,0
3fec4b97-4d01-4eff-8117-73a5644b4f8d,2024-04-19 15:30:00,2024-04-19 17:15:00,Kramer vs. Kramer,DRAMMATICO,Robert Benton,1979,105,12,7.5,0
2977f3c4-5da5-47d9-98f4-e3fc42f4c36a,2024-04-19 12:30:00,2024-04-19 14:37:00,Jurassic Park,AZIONE,Steven Spielberg,1993,127,12,8.5,0
564e2fd5-7782-49fc-9fe5-97936a1a5350,2024-04-19 10:00:00,2024-04-19 11:45:00,Kramer vs. Kramer,DRAMMATICO,Robert Benton,1979,105,12,6.5,0
826f1727-6245-4be6-be17-88967a043818,2024-04-18 10:30:00,2024-04-18 12:06:00,The Lady Vanishes,MISTERO,Alfred Hitchcock,1938,96,12,8.0,0
bafb319c-7e0d-42ed-aa00-1d282069ef48,2024-04-17 13:30:00,2024-04-17 15:35:00,Tenkû no shiro Rapyuta,ANIMAZIONE,Hayao Miyazaki,1986,125,0,8.0,0
f8e24913-1772-4a84-8242-04d9b0fbee63,2024-04-17 10:30:00,2024-04-17 12:25:00,Miller's Crossing,CRIMINE,Joel Coen,1990,115,16,7.0,0
20a41bb0-050b-446c-a887-6a2cf6fdfc0b,2024-04-16 16:00:00,2024-04-16 17:48:00,Back to the Future Part II,AVVENTURA,Robert Zemeckis,1989,108,0,7.0,0
d61e033d-e776-4a48-a364-45497ecb94bf,2024-04-16 13:30:00,2024-04-16 15:15:00,Kramer vs. Kramer,DRAMMATICO,Robert Benton,1979,105,12,6.5,0
6934310c-bcdf-4533-9e6b-21a17a1a6400,2024-04-16 10:30:00,2024-04-16 12:44:00,The Remains of the Day,DRAMMATICO,James Ivory,1993,134,0,6.5,0
2c146c03-771d-4401-aa8b-779b60bf8c91,2024-04-15 15:00:00,2024-04-15 17:52:00,Patton,BIOGRAFICO,Franklin J. Schaffner,1970,172,0,6.5,0
7501e703-8e1b-474d-93aa-380211fcc7bc,2024-04-15 12:30:00,2024-04-15 14:23:00,The Conversation,DRAMMATICO,Francis Ford Coppola,1974,113,0,8.5,0
2cb444e5-27d3-494a-8575-155886b3dd07,2024-04-15 10:00:00,2024-04-15 11:45:00,Kramer vs. Kramer,DRAMMATICO,Robert Benton,1979,105,12,7.0,0
aa0c713c-c7fa-450f-8824-0f19d3e0cafc,2024-04-14 18:30:00,2024-04-14 20:43:00,Rain Man,DRAMMATICO,Barry Levinson,1988,133,0,9.0,0
a22220d9-a355-4b75-a992-865772bf02c4,2024-04-14 16:00:00,2024-04-14 17:35:00,Ivanovo detstvo,DRAMMATICO,Andrei Tarkovsky,1962,95,12,8.0,0
09f14940-33e6-43c7-bfe8-7042e99cdf25,2024-04-14 13:30:00,2024-04-14 15:09:00,Delicatessen,COMMEDIA,Marc Caro,1991,99,16,6.5,0
227384ea-49a3-496a-8fd9-aca2be896323,2024-04-14 10:30:00,2024-04-14 12:44:00,The Remains of the Day,DRAMMATICO,James Ivory,1993,134,0,7.0,0
35bd41d6-7b8e-4953-b6ac-ef3acd820ace,2024-04-13 19:00:00,2024-04-13 21:05:00,Tenkû no shiro Rapyuta,ANIMAZIONE,Hayao Miyazaki,1986,125,0,9.0,0
f0e35dbc-5107-434e-9eba-2ef377a844f7,2024-04-13 16:00:00,2024-04-13 18:16:00,Sense and Sensibility,DRAMMATICO,Ang Lee,1995,136,0,6.5,0
f21f2cca-5a6c-412f-a0ff-59c4bb402a40,2024-04-13 13:00:00,2024-04-13 14:58:00,The Silence of the Lambs,CRIMINE,Jonathan Demme,1991,118,12,8.0,0
1c2db318-cd86-45d6-804c-33a5c764080d,2024-04-13 10:00:00,2024-04-13 11:53:00,The Butterfly Effect,DRAMMATICO,Eric Bress,2004,113,0,7.5,0
cfacf850-45e4-4411-977e-e0e7e345dc35,2024-04-12 13:00:00,2024-04-12 14:53:00,The Conversation,DRAMMATICO,Francis Ford Coppola,1974,113,0,7.0,0
921afde0-e69f-4f59-b219-203ee31e6d51,2024-04-12 10:30:00,2024-04-12 12:15:00,Kramer vs. Kramer,DRAMMATICO,Robert Benton,1979,105,12,7.0,0
6eeca85f-a7a9-451d-a19c-a1a5fc6ce642,2024-04-11 10:30:00,2024-04-11 12:46:00,Sense and Sensibility,DRAMMATICO,Ang Lee,1995,136,0,6.5,0
6d50cddb-e0f2-40a0-80d9-86a406b4cbc4,2024-04-10 10:30:00,2024-04-10 12:28:00,The Silence of the Lambs,CRIMINE,Jonathan Demme,1991,118,12,6.5,0
51161717-99b7-490f-add6-2a1c52255780,2024-04-09 16:30:00,2024-04-09 18:15:00,Edward Scissorhands,DRAMMATICO,Tim Burton,1990,105,0,8.5,0
9ddba30a-43bb-43c0-87f8-a1177b11cf48,2024-04-09 13:30:00,2024-04-09 15:32:00,The Exorcist,HORROR,William Friedkin,1973,122,12,8.5,0
4841b736-8ff5-4f4a-ab0f-541e181b9813,2024-04-09 10:30:00,2024-04-09 12:23:00,The Conversation,DRAMMATICO,Francis Ford Coppola,1974,113,0,8.0,0
d42be519-a5f0-4287-be84-e9b5b043b690,2024-04-08 13:30:00,2024-04-08 15:43:00,Rain Man,DRAMMATICO,Barry Levinson,1988,133,0,6.5,0
4e490382-a749-4d95-bc9b-800857427b1b,2024-04-08 10:30:00,2024-04-08 12:46:00,Sense and Sensibility,DRAMMATICO,Ang Lee,1995,136,0,7.0,0
34d58780-5765-4148-a5e4-a0274fa9c7e1,2024-04-07 16:00:00,2024-04-07 17:36:00,A Night at the Opera,COMMEDIA,Sam Wood,1935,96,12,8.5,0
9b046309-e6fd-4a3b-9842-68b4c3fa675d,2024-04-07 12:30:00,2024-04-07 15:12:00,The Godfather: Part III,CRIMINE,Francis Ford Coppola,1990,162,12,8.0,0
872e7f6c-87c3-4743-9c6c-803f67ad64ca,2024-04-07 10:00:00,2024-04-07 11:36:00,The Lady Vanishes,MISTERO,Alfred Hitchcock,1938,96,12,7.0,0
82f5a430-6e5d-4479-895f-fdd9e63080da,2024-04-06 19:00:00,2024-04-06 20:55:00,Miller's Crossing,CRIMINE,Joel Coen,1990,115,16,8.5,0
14f37431-cc9d-4c92-a8e7-818bf668e4d9,2024-04-06 16:00:00,2024-04-06 17:58:00,The Silence of the Lambs,CRIMINE,Jonathan Demme,1991,118,12,7.5,0
79ebb6cf-957f-4685-b400-9a4d255e2c39,2024-04-06 13:00:00,2024-04-06 14:53:00,The Butterfly Effect,DRAMMATICO,Eric Bress,2004,113,0,7.0,0
cf160fd0-1e68-4077-8cb4-6278c52ec38b,2024-04-06 10:00:00,2024-04-06 12:13:00,Rain Man,DRAMMATICO,Barry Levinson,1988,133,0,7.5,0
0de4fe25-61e0-4d0e-b901-1c9cf5715a95,2024-04-05 15:00:00,2024-04-05 17:13:00,Rain Man,DRAMMATICO,Barry Levinson,1988,133,0,7.5,0
4b1f3542-99ed-4b7e-9a91-e4be11c3509a,2024-04-05 12:00:00,2024-04-05 14:16:00,Sense and Sensibility,DRAMMATICO,Ang Lee,1995,136,0,6.5,0
703a9102-10dc-4f08-a13c-a733899cca32,2024-04-05 10:00:00,2024-04-05 11:15:00,Bride of Frankenstein,DRAMMATICO,James Whale,1935,75,12,6.5,0
887d6af1-cc72-4e69-b937-c9ad78bcdbba,2024-04-04 10:30:00,2024-04-04 12:38:00,Vertigo,MISTERO,Alfred Hitchcock,1958,128,12,7.0,0
4b2a9239-b789-4418-bff5-66a11ec8dfb4,2024-04-03 10:00:00,2024-04-03 12:07:00,Jurassic Park,AZIONE,Steven Spielberg,1993,127,12,8.5,0
6f13c8be-c606-4036-ac39-635e61e01e97,2024-04-02 13:30:00,2024-04-02 15:25:00,Miller's Crossing,CRIMINE,Joel Coen,1990,115,16,7.5,0
d92bdabb-25cc-4f9f-96d1-a4e0c2300a86,2024-04-02 10:30:00,2024-04-02 12:46:00,Sense and Sensibility,DRAMMATICO,Ang Lee,1995,136,0,7.5,0
edc4c853-d336-4d6a-80d7-eecd45965c3b,2024-04-01 15:30:00,2024-04-01 17:12:00,Le charme discret de la bourgeoisie,COMMEDIA,Luis Buñuel,1972,102,6,6.5,0
54c8c9c6-684f-4f11-80a5-9770859849f1,2024-04-01 13:30:00,2024-04-01 14:37:00,The General,AZIONE,Clyde Bruckman,1926,67,12,7.0,0
bec4112a-cb22-4685-8276-02b800975f4e,2024-04-01 10:30:00,2024-04-01 12:43:00,Rain Man,DRAMMATICO,Barry Levinson,1988,133,0,7.5,0
5c73693b-853f-416b-af51-426f6f061fde,2024-03-31 18:30:00,2024-03-31 20:38:00,Vertigo,MISTERO,Alfred Hitchcock,1958,128,12,10.0,0
9980508f-f257-4955-941b-f46065391b2b,2024-03-31 15:30:00,2024-03-31 17:30:00,My Cousin Vinny,COMMEDIA,Jonathan Lynn,1992,120,12,8.0,0
14be6aba-5ae0-4093-93a6-7220e2605185,2024-03-31 13:00:00,2024-03-31 14:45:00,Edward Scissorhands,DRAMMATICO,Tim Burton,1990,105,0,8.0,0
cebe6fd5-c91b-4028-9eec-305a0c333f2d,2024-03-31 10:30:00,2024-03-31 12:15:00,Edward Scissorhands,DRAMMATICO,Tim Burton,1990,105,0,7.5,0
cac57e18-038b-4f55-9aa7-9e2c21f5a6f7,2024-03-30 19:00:00,2024-03-30 20:31:00,The Thin Man,COMMEDIA,W.S. Van Dyke,1934,91,12,10.0,0
7d24325e-2903-4344-89ed-d54231082be1,2024-03-30 16:00:00,2024-03-30 17:57:00,Les diaboliques,CRIMINE,Henri-Georges Clouzot,1955,117,12,8.5,0
13ca1260-97d0-44f7-baa8-2edcf69128ef,2024-03-30 12:30:00,2024-03-30 14:57:00,Mulholland Dr.,DRAMMATICO,David Lynch,2001,147,16,8.0,0
9326e68d-313d-494f-abc9-724db03c5fb2,2024-03-30 10:00:00,2024-03-30 11:53:00,The Butterfly Effect,DRAMMATICO,Eric Bress,2004,113,0,8.5,0
2abc1bea-3bc3-4165-90ad-e1758ee9724a,2024-03-29 10:00:00,2024-03-29 11:58:00,The Silence of the Lambs,CRIMINE,Jonathan Demme,1991,118,12,8.5,0
5bf8ff32-f373-44b7-badf-8a07a8acc29d,2024-03-28 14:30:00,2024-03-28 16:17:00,The Terminator,AZIONE,James Cameron,1984,107,12,8.0,0
00afc6db-33f5-4d87-b8b3-11bd3772c0dd,2024-03-28 12:30:00,2024-03-28 13:51:00,Pâfekuto burû,ANIMAZIONE,Satoshi Kon,1997,81,12,8.0,0
73a0cfc6-0094-4a42-85f1-15e9ba92ea27,2024-03-28 10:00:00,2024-03-28 11:21:00,Pâfekuto burû,ANIMAZIONE,Satoshi Kon,1997,81,12,7.0,0
a15f1192-235a-4259-92ef-1bfa933581c4,2024-03-27 12:30:00,2024-03-27 14:44:00,The Remains of the Day,DRAMMATICO,James Ivory,1993,134,0,7.0,0
aacebc5e-d3bf-4d36-909b-2fd7dba5b5cb,2024-03-27 10:00:00,2024-03-27 11:48:00,Back to the Future Part II,AVVENTURA,Robert Zemeckis,1989,108,0,7.0,0
433581b9-b49d-42e9-85b7-caa6656a7c3e,2024-03-26 10:00:00,2024-03-26 11:39:00,Delicatessen,COMMEDIA,Marc Caro,1991,99,16,8.5,0
6c00f77a-4700-48b6-bab8-7e6f88a22970,2024-03-25 16:00:00,2024-03-25 17:15:00,Bride of Frankenstein,DRAMMATICO,James Whale,1935,75,12,8.5,0
ddc18c72-7755-4522-bbe0-9667752c0387,2024-03-25 13:00:00,2024-03-25 15:16:00,Sense and Sensibility,DRAMMATICO,Ang Lee,1995,136,0,7.5,0
880b5e69-ed3d-4677-a0de-ef31f33c4fb9,2024-03-25 10:00:00,2024-03-25 11:57:00,Les diaboliques,CRIMINE,Henri-Georges Clouzot,1955,117,12,8.0,0
0afc41b0-4121-48f4-be9d-e76c53ffd2d3,2024-03-24 15:30:00,2024-03-24 17:09:00,Waking Life,ANIMAZIONE,Richard Linklater,2001,99,16,7.0,0
bb9f2151-574b-4120-b96b-23b6e3a8cb71,2024-03-24 12:30:00,2024-03-24 14:35:00,Philadelphia,DRAMMATICO,Jonathan Demme,1993,125,12,7.0,0
0e2c2394-44ee-444e-a6aa-b9e4a337d7ab,2024-03-24 10:00:00,2024-03-24 11:55:00,Adaptation.,COMMEDIA,Spike Jonze,2002,115,16,7.0,0
de70b40b-6c32-44a9-95c2-c40a8a0ee9cd,2024-03-23 16:30:00,2024-03-23 18:28:00,The Silence of the Lambs,CRIMINE,Jonathan Demme,1991,118,12,8.5,0
d9eb1bd1-ac0d-4517-899c-0942299ff541,2024-03-23 13:30:00,2024-03-23 15:35:00,Philadelphia,DRAMMATICO,Jonathan Demme,1993,125,12,6.5,0
b20331ba-a738-491c-b451-6f0af4c84b17,2024-03-23 10:30:00,2024-03-23 12:32:00,Training Day,CRIMINE,Antoine Fuqua,2001,122,12,7.0,0
d52f9c57-df11-4bb3-a3a6-2cdfa2e04e5d,2024-03-22 14:00:00,2024-03-22 15:42:00,Le charme discret de la bourgeoisie,COMMEDIA,Luis Buñuel,1972,102,6,6.5,0
278eeceb-cd59-46c8-be9a-125b09ec6303,2024-03-22 10:00:00,2024-03-22 12:59:00,Judgment at Nuremberg,DRAMMATICO,Stanley Kramer,1961,179,12,6.5,0
c1d37ed9-23f5-441f-bd9d-7d198c5c82cb,2024-03-21 15:30:00,2024-03-21 17:28:00,The Silence of the Lambs,CRIMINE,Jonathan Demme,1991,118,12,8.0,0
232c0d66-0dc1-42e6-96a4-63d7cb3e4e33,2024-03-21 12:30:00,2024-03-21 14:45:00,The Bridges of Madison County,DRAMMATICO,Clint Eastwood,1995,135,12,8.0,0
982655ce-5ec6-463f-b362-20698f5aaece,2024-03-21 10:00:00,2024-03-21 11:35:00,Ivanovo detstvo,DRAMMATICO,Andrei Tarkovsky,1962,95,12,8.0,0
5cfa083b-983b-4c56-b500-1e078735b4d6,2024-03-20 15:00:00,2024-03-20 16:53:00,Charade,COMMEDIA,Stanley Donen,1963,113,0,7.0,0
d2a1be72-6879-48f5-9402-64b791f9b410,2024-03-20 12:30:00,2024-03-20 14:01:00,The Thin Man,COMMEDIA,W.S. Van Dyke,1934,91,12,8.0,0
7a21afd1-5b60-40b9-9d00-afdc96330b44,2024-03-20 10:00:00,2024-03-20 11:35:00,Ivanovo detstvo,DRAMMATICO,Andrei Tarkovsky,1962,95,12,7.0,0
7c626a4c-3b2e-4be1-a33b-f4d04e9bcbb4,2024-03-19 14:30:00,2024-03-19 16:12:00,Le charme discret de la bourgeoisie,COMMEDIA,Luis Buñuel,1972,102,6,7.5,0
10a5730c-8bcd-4d4c-a249-75e70e14a987,2024-03-19 12:30:00,2024-03-19 13:37:00,The General,AZIONE,Clyde Bruckman,1926,67,12,7.5,0
984f315c-00b9-4460-89ed-63434074a9a5,2024-03-19 10:00:00,2024-03-19 11:41:00,The Lost Weekend,DRAMMATICO,Billy Wilder,1945,101,12,7.0,0
f207b153-916a-47a5-a40f-762366955fc3,2024-03-18 13:00:00,2024-03-18 14:31:00,The Thin Man,COMMEDIA,W.S. Van Dyke,1934,91,12,8.5,0
91022e5b-29e3-4d80-a671-2d115d480ef1,2024-03-18 10:00:00,2024-03-18 11:51:00,Kill Bill: Vol. 1,AZIONE,Quentin Tarantino,2003,111,16,8.5,0
248b91cb-2866-466e-980a-e674a3d58432,2024-03-17 19:00:00,2024-03-17 21:00:00,My Cousin Vinny,COMMEDIA,Jonathan Lynn,1992,120,12,8.5,0
15d7b6fd-8bac-4493-a2b8-023e8e7a53db,2024-03-17 16:30:00,2024-03-17 18:17:00,The Terminator,AZIONE,James Cameron,1984,107,12,8.0,0
c20e299d-de46-4f36-b747-690603d0d9d2,2024-03-17 13:00:00,2024-03-17 15:52:00,Patton,BIOGRAFICO,Franklin J. Schaffner,1970,172,0,6.5,0
ba3c3162-1c94-44aa-9deb-4aacf7e8821b,2024-03-17 10:00:00,2024-03-17 12:05:00,Philadelphia,DRAMMATICO,Jonathan Demme,1993,125,12,7.5,0
01ba749f-f7c5-4cd7-b1b4-35b0a4acfed7,2024-03-16 18:30:00,2024-03-16 20:45:00,The Bridges of Madison County,DRAMMATICO,Clint Eastwood,1995,135,12,9.5,0
1c107e72-38fd-46d0-827a-162accfea895,2024-03-16 16:00:00,2024-03-16 17:51:00,Kill Bill: Vol. 1,AZIONE,Quentin Tarantino,2003,111,16,8.5,0
52d10500-6d8c-4287-aa62-f4bd81427940,2024-03-16 13:30:00,2024-03-16 15:12:00,Dazed and Confused,COMMEDIA,Richard Linklater,1993,102,0,8.0,0
19fbae67-4a24-45b1-9240-3d1252f2d43b,2024-03-16 10:00:00,2024-03-16 12:42:00,The Godfather: Part III,CRIMINE,Francis Ford Coppola,1990,162,12,7.5,0
831bf7f8-62f2-4948-b3ce-eea613069ca3,2024-03-15 15:30:00,2024-03-15 17:26:00,Ocean's Eleven,CRIMINE,Steven Soderbergh,2001,116,12,7.0,0
e369faa6-9db9-4be4-bb33-5f859a26dcd2,2024-03-15 13:00:00,2024-03-15 14:45:00,The Odd Couple,COMMEDIA,Gene Saks,1968,105,0,6.5,0
5f9784e5-94c2-4578-88fc-5ed5d9bfbacc,2024-03-15 10:00:00,2024-03-15 12:15:00,The Bridges of Madison County,DRAMMATICO,Clint Eastwood,1995,135,12,7.0,0
2eb5becf-d0ee-4848-964c-a4c3bacd43a4,2024-03-14 16:00:00,2024-03-14 18:52:00,Patton,BIOGRAFICO,Franklin J. Schaffner,1970,172,0,7.0,0
4c8bef29-efba-4d1f-b4db-ad14c50eb027,2024-03-14 13:00:00,2024-03-14 14:54:00,White Heat,AZIONE,Raoul Walsh,1949,114,12,7.0,0
3e455694-c370-46a4-b683-4da545321e7c,2024-03-14 10:00:00,2024-03-14 12:10:00,Serpico,BIOGRAFICO,Sidney Lumet,1973,130,12,6.5,0
d1f27fa5-daa2-496c-8cf1-2f0ff19a58ed,2024-03-13 16:00:00,2024-03-13 18:42:00,The Godfather: Part III,CRIMINE,Francis Ford Coppola,1990,162,12,6.5,0
c867ba4d-4f60-47e3-8394-432900c54873,2024-03-13 13:30:00,2024-03-13 15:18:00,The Bourne Supremacy,AZIONE,Paul Greengrass,2004,108,12,8.0,0
746a7126-0cc9-4774-808f-c78a119a289e,2024-03-13 10:30:00,2024-03-13 12:32:00,Training Day,CRIMINE,Antoine Fuqua,2001,122,12,6.5,0
ba37f45b-0b66-4eb1-b054-f89d3e5e1715,2024-03-12 16:00:00,2024-03-12 17:45:00,The Odd Couple,COMMEDIA,Gene Saks,1968,105,0,7.0,0
c6c038ef-ecbc-4d1a-8fd1-059a68549e3a,2024-03-12 13:00:00,2024-03-12 15:08:00,Vertigo,MISTERO,Alfred Hitchcock,1958,128,12,6.5,0
f407ee0c-3301-4dec-87c3-23063c301ad2,2024-03-12 10:30:00,2024-03-12 12:18:00,October Sky,BIOGRAFICO,Joe Johnston,1999,108,6,7.0,0
ca9942a7-47a1-4a83-b15e-1ed37eff8914,2024-03-11 13:00:00,2024-03-11 14:30:00,Dead Man's Shoes,CRIMINE,Shane Meadows,2004,90,12,8.0,0
962f8785-b863-4cb6-b7fc-333eab65ade0,2024-03-11 10:30:00,2024-03-11 12:21:00,Kill Bill: Vol. 1,AZIONE,Quentin Tarantino,2003,111,16,6.5,0
6c728844-a69b-4a4c-8f20-4e0be3a44223,2024-03-10 17:00:00,2024-03-10 18:47:00,The Terminator,AZIONE,James Cameron,1984,107,12,8.0,0
443de48c-dfdc-49da-946c-d22714b10556,2024-03-10 14:30:00,2024-03-10 16:00:00,Dead Man's Shoes,CRIMINE,Shane Meadows,2004,90,12,7.0,0
5138f8ac-e166-4867-abaa-5b07d058d9b3,2024-03-10 12:30:00,2024-03-10 13:51:00,Pâfekuto burû,ANIMAZIONE,Satoshi Kon,1997,81,12,7.5,0
3a8c109f-807d-41ba-a6f6-448e5b439044,2024-03-10 10:00:00,2024-03-10 11:45:00,The Odd Couple,COMMEDIA,Gene Saks,1968,105,0,6.5,0
f81ffdee-8d4e-4a45-a602-4890db31d89e,2024-03-09 15:30:00,2024-03-09 17:07:00,Lifeboat,DRAMMATICO,Alfred Hitchcock,1944,97,12,8.0,0
56bd5132-31b2-4e70-8c96-dd2a0747d754,2024-03-09 13:00:00,2024-03-09 14:41:00,The Lost Weekend,DRAMMATICO,Billy Wilder,1945,101,12,8.0,0
b788f1f4-f922-42b0-8d6d-e71ee75aab48,2024-03-09 10:00:00,2024-03-09 11:48:00,October Sky,BIOGRAFICO,Joe Johnston,1999,108,6,8.5,0
fd1cec9b-176d-4c45-8efe-7d0a8d1599b1,2024-03-08 10:00:00,2024-03-08 11:07:00,The General,AZIONE,Clyde Bruckman,1926,67,12,6.5,0
